name,email,dob,gender,contact,address,religion,community,minorityStatus,residentialStatus,admissionQuota,country,course,department,yearOfAdmission,Semester 1,Semester 2,Semester 3,Semester 4,Semester 5,Semester 6,Semester 7,Semester 8
Deanna Robbins,zgibson@jones.com,2004-10-22,Male,3645712714,"8179 Herrera Dam Suite 401, Tracybury, OH 01572",Sikh,BC,Minority,Day Scholar,Government,Domestic,B.Tech,Fashion Technology,2022,C,,,A+,,,,A
Doris Simmons,ewang@greer.com,2002-03-29,Female,2361846110,"39754 Simmons Green, Stephanieborough, FL 43339",Sikh,ST,Minority,Hosteller,Sports,Domestic,B.Tech,Computer Science,2024,C,A,C,B,O,B,B+,B+
Joel Miller,pharris@hotmail.com,2007-08-09,Female,8736591875,"USCGC Smith, FPO AA 94783",Christian,ST,Minority,Day Scholar,7.5 Reservation,International,B.Tech,Information Technology,2022,A+,A+,B+,B,,B+,,O
Courtney Mccarty,slee@atkins.org,2003-12-25,Female,0435232394,"38454 Barbara Prairie, New Keith, ND 88953",Jain,BC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Electrical Engineering,2021,C,O,B+,A+,B+,A,B,A
Rachel Miller,millswesley@yahoo.com,2008-01-23,Male,8895828802,"73818 Greene Island Suite 294, Craneview, TX 46220",Sikh,SC,Non-Minority,Hosteller,Sports,International,B.E,Fashion Technology,2020,B+,,C,C,B+,A,O,B+
Laurie Watson,schneideralexander@gmail.com,2005-03-13,Male,2502450626,"37025 Dickerson Loop Apt. 834, New Nicoleborough, MS 70525",Sikh,BC,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Food Technology,2020,B,B+,A+,A+,,,,B+
Sonia Bond,stefanie77@frazier.com,2003-12-10,Female,9835285971,"0969 Meyer Parkway Suite 610, East Jeffery, AK 87438",Sikh,BC,Minority,Day Scholar,Government,Domestic,B.E,Information Science and Engineering,2020,O,,A+,,,,A,A
Howard Dennis,lawrence02@watson.com,2008-04-09,Female,8271580129,"7978 Thomas Circles Suite 878, Jamesland, AL 79794",Sikh,ST,Minority,Day Scholar,Government,Domestic,B.Tech,Computer Science,2021,C,,O,C,A,B+,O,C
Gary Wilkinson,jenniferburns@gmail.com,2007-04-02,Female,3198921336,"Unit 3779 Box 5198, DPO AE 43956",Sikh,MBC,Minority,Day Scholar,Management,Domestic,B.E,Mechanical Engineering,2020,B,,C,,O,,O,
Jose Webb,charles81@taylor.info,2000-10-10,Male,7637841799,"4821 Dana Hills Suite 651, South Julie, OR 53106",Jain,BC,Minority,Day Scholar,Sports,Domestic,B.Tech,Biotechnology,2024,B,A,,A+,B+,B+,C,A
Elizabeth Jones,tallison@caldwell.com,2002-05-13,Male,2770225570,"2821 Durham Well Apt. 491, Chavezberg, MD 89178",Sikh,BC,Minority,Hosteller,7.5 Reservation,International,B.E,Mechanical Engineering,2020,C,B+,B+,B+,B,B+,C,C
Bonnie Lloyd,hodgekathleen@jones.org,2003-03-27,Male,6044957269,"97279 Brandon Mountain Suite 061, Wallerview, MD 75800",Christian,ST,Minority,Hosteller,Government,Domestic,B.Tech,Computer Science,2020,O,,A,C,O,A+,,O
Desiree Doyle,joyskinner@hotmail.com,2003-09-08,Female,5449586309,"144 Steve Manors, East Jennifer, WA 90683",Hindu,BC,Non-Minority,Hosteller,Government,Domestic,B.E,Artificial Intelligence,2022,,B+,B+,C,A+,A+,A,B+
Gina Griffin,margaret19@yahoo.com,2001-10-31,Male,5096033437,"413 Matthew Summit Apt. 383, Thomastown, PA 69597",Jain,MBC,Minority,Day Scholar,Government,International,B.Tech,Computer Science,2020,,B+,A,B+,O,,O,B+
Donna Taylor,yreed@smith.com,2002-02-11,Female,5149399419,"28902 Jennifer Mountains, North Francesport, MT 78764",Christian,OBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Mechanical Engineering,2020,C,C,C,A+,O,C,A,A+
Jimmy Farrell,baileykendra@yahoo.com,1999-06-04,Female,7435557075,"70252 Melissa Points, Lake Marcustown, SD 03819",Hindu,MBC,Minority,Hosteller,7.5 Reservation,International,B.E,AIML,2021,B+,A+,A,,B,O,A,C
Michelle Garza,benjaminrandolph@yahoo.com,2002-04-13,Female,2253622312,"469 Phillip Loop Suite 828, Martinezberg, WA 57934",Hindu,MBC,Minority,Day Scholar,7.5 Reservation,International,B.E,Artificial Intelligence,2021,A,C,,C,B+,O,O,A
April Lopez,isaiah67@hotmail.com,2003-05-01,Female,7566603258,"4764 Heath Cape Apt. 709, West Donnafort, KS 18047",Hindu,SC,Minority,Hosteller,Management,Domestic,B.E,Information Technology,2024,B+,B+,B+,B+,B+,,A+,B
Catherine Wilson,bentonsheila@gmail.com,2004-10-29,Female,0371596809,"4723 Simpson Walks Suite 449, Ericstad, CA 14599",Hindu,MBC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,Artificial Intelligence,2020,C,C,,B+,B+,,B,
Rebecca Murphy,christopher41@yahoo.com,2007-07-29,Male,9308732259,"37637 Ryan Inlet, North Carl, MO 02069",Christian,OBC,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Computer Science,2022,O,,C,A,B+,A+,B,B+
Emily Lee,clong@gmail.com,2004-03-05,Male,8965548508,"622 Williamson Junction Apt. 625, Lake Misty, HI 18752",Christian,MBC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Information Science and Engineering,2021,A+,B,B+,A+,B,C,,A+
Thomas Johnson,davisjames@hotmail.com,2000-02-28,Male,4546151583,"65373 Holly Highway Suite 964, South Anthonyfurt, WA 94996",Muslim,ST,Minority,Hosteller,Government,Domestic,B.Tech,Information Science and Engineering,2021,B,A,O,A+,A,A,,B
Andrea Adams,robert15@yahoo.com,2000-08-16,Female,8819690889,"803 Crystal Extensions Suite 472, Martinezport, ID 46565",Jain,BC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Information Science and Engineering,2020,B,,B,,A,O,B,A+
Kevin Lowery,joshua19@gmail.com,2006-12-29,Female,9136382211,"Unit 7997 Box 9686, DPO AE 29954",Hindu,MBC,Minority,Hosteller,7.5 Reservation,International,B.Tech,AIML,2021,C,B+,B+,A+,O,,O,O
Brandi Gutierrez,chandlerhector@dillon-mitchell.com,2002-09-24,Male,1704657488,"3460 Adams Land, Port Ashleyborough, TN 22368",Hindu,SC,Minority,Hosteller,Management,Domestic,B.E,Information Science and Engineering,2023,,A,B+,,C,B,B,A+
Jeffrey Sandoval,dennis70@abbott.com,2000-06-20,Female,5988203162,"82736 Jennings Route Apt. 835, East Richard, MN 27422",Muslim,SC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Biotechnology,2024,,B,B,,C,A,O,C
Kristin Reyes,melindaunderwood@hotmail.com,2000-09-07,Female,5252017996,"4771 Oconnell Forks Suite 117, South Michael, OR 23957",Jain,ST,Minority,Day Scholar,Management,Domestic,B.Tech,Information Technology,2020,O,O,B+,C,B,B+,O,A+
Danielle Allen,flee@gmail.com,2005-03-20,Male,5242172282,"7141 Bernard Crossing Apt. 358, Donnashire, NY 48756",Jain,SC,Non-Minority,Day Scholar,Government,International,B.Tech,Artificial Intelligence,2020,A+,O,C,C,A,A+,B,C
Taylor Crane,rsavage@lin.com,2001-11-30,Male,0132548835,"566 Cook Junctions, South Joshuaville, NH 29413",Christian,OBC,Minority,Hosteller,7.5 Reservation,International,B.Tech,Artificial Intelligence,2021,A,A+,A,C,B,C,B,B+
Mark Martinez,nunezbrian@yahoo.com,2005-08-01,Female,7355965019,"843 Bowers Forge Suite 315, Tinashire, MS 44216",Jain,SC,Non-Minority,Day Scholar,Sports,International,B.Tech,Artificial Intelligence,2020,,C,B,C,C,C,A+,A
Susan Russell,jessicahall@yahoo.com,2004-09-20,Male,6024955227,"5514 Wanda Pike Apt. 910, East Joshua, CT 70903",Muslim,ST,Minority,Hosteller,Management,International,B.Tech,Information Science and Engineering,2020,A+,O,A+,O,B+,,B,A
Daniel Hester,jacobroth@yahoo.com,2002-07-23,Female,7858759991,"127 Parrish Mountains, Jamieville, MI 83616",Sikh,MBC,Minority,Hosteller,Sports,International,B.E,Information Science and Engineering,2020,C,B,A+,B,O,C,B,B
Lauren Moreno,breanna30@hotmail.com,2001-07-17,Male,2640913752,"USS Poole, FPO AA 38231",Jain,SC,Minority,Day Scholar,Management,Domestic,B.Tech,Biotechnology,2020,A+,C,,,C,O,B,O
Clifford Evans,rachelmanning@harrington-schmitt.com,2007-06-09,Male,8861192518,"39948 Deborah Union Apt. 529, Fordborough, VA 78110",Sikh,MBC,Minority,Day Scholar,Sports,Domestic,B.Tech,Biotechnology,2023,A,A+,C,C,O,C,A+,O
Aaron Woods,alanoliver@gentry-white.com,2001-09-05,Female,9169245021,"31562 Jones Cliff, West Kimberly, NY 47748",Sikh,OBC,Minority,Hosteller,Sports,International,B.Tech,Electrical Engineering,2022,O,A,B+,B+,B,A,B,
Laura Cook,dhiggins@hotmail.com,2005-07-04,Male,5521929266,"427 Jennifer Fall Suite 141, East Samuelborough, WY 38187",Sikh,BC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Fashion Technology,2021,A,C,A+,B,B,O,A+,O
Holly Mcguire,joelgutierrez@gmail.com,2005-04-17,Male,7561118216,"Unit 3708 Box 1586, DPO AE 83016",Muslim,BC,Non-Minority,Hosteller,7.5 Reservation,International,B.Tech,AIML,2022,A+,B,A+,,B,C,B,C
Elizabeth Wells,warrenkathy@reynolds.com,2004-01-26,Female,6296241004,"059 Rachel Plains Suite 428, Gateschester, KS 90780",Muslim,BC,Non-Minority,Hosteller,Sports,International,B.Tech,Fashion Technology,2024,,,O,O,A+,O,A,C
Hannah Ellison,jlawson@gmail.com,2004-12-11,Male,1274121787,"7118 Cantu Mission, North Thomasfurt, WY 53827",Sikh,BC,Non-Minority,Hosteller,Sports,Domestic,B.Tech,Mechanical Engineering,2022,C,B,B+,C,,B+,B+,O
Michelle Hall,justin27@hotmail.com,2005-08-10,Female,1323582280,"39640 Kim Station, New Tracy, KY 52045",Muslim,SC,Minority,Day Scholar,Management,Domestic,B.Tech,Information Technology,2023,A,C,C,,B+,A,B+,
Thomas Preston,kristopherjones@robinson.com,2001-08-31,Female,0160284013,"56790 Oneill Vista, Ronnietown, WY 10344",Muslim,MBC,Minority,Hosteller,7.5 Reservation,International,B.E,Food Technology,2023,B+,A,C,C,O,O,,B
Kathleen Miller,gwilliams@hotmail.com,2001-12-11,Male,9293515725,"PSC 4319, Box 4981, APO AE 19800",Sikh,MBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Information Science and Engineering,2020,C,C,A,C,A+,,A,B
Jeffery Miller,huffdominique@rodriguez.com,2005-06-06,Male,7066773793,"59575 Gabriel Ford Suite 267, Jennaberg, ID 62789",Christian,SC,Minority,Hosteller,Management,International,B.E,Food Technology,2020,A,B,A,,C,C,B+,
Patricia Copeland DDS,zoe93@hawkins.com,2001-06-12,Male,7841953834,"20803 Randall Turnpike Apt. 262, Robinland, NY 06902",Christian,ST,Minority,Hosteller,Government,International,B.Tech,Computer Science,2024,A+,,C,B,B+,A+,B,O
Shawn Johnson,wgraves@hotmail.com,2003-04-05,Female,2228766675,"3749 Todd Manors, Hesterport, TX 26678",Muslim,MBC,Non-Minority,Day Scholar,Sports,International,B.Tech,Information Science and Engineering,2021,A,A+,A+,O,A+,A+,C,O
Thomas Romero,ericawade@gmail.com,1999-10-25,Female,5835040509,"8780 Anthony Roads Apt. 956, Lake Aaron, TN 22102",Jain,MBC,Non-Minority,Hosteller,Management,Domestic,B.Tech,Computer Science,2021,C,A,A,C,,O,O,
Samantha Kim,jakeclark@gmail.com,2000-05-09,Female,3829876615,"7384 Pittman Bridge Suite 314, East Monicatown, GA 71308",Hindu,ST,Non-Minority,Day Scholar,Government,International,B.Tech,Biotechnology,2020,B,O,B,B+,A+,A+,,
Katrina Holland,hayesvanessa@gmail.com,2004-03-30,Male,8091289234,"5799 Cobb Circle Suite 205, Markview, ME 86084",Muslim,OBC,Non-Minority,Hosteller,Management,International,B.Tech,Electrical Engineering,2024,B+,O,A,C,A+,,A+,A+
David Cooke,katherine18@yahoo.com,2000-01-26,Female,9428394708,"753 Thornton Curve, Isaacberg, DC 89636",Christian,SC,Non-Minority,Hosteller,Government,Domestic,B.Tech,Information Science and Engineering,2021,A,A,O,B,A,O,C,
Debra Hammond,williampugh@mcbride-reed.com,2005-09-27,Female,6603976232,"USS Long, FPO AA 11882",Hindu,OBC,Non-Minority,Hosteller,Government,Domestic,B.E,AIML,2023,A,A+,B,C,,B+,B+,B+
Catherine Grant,christopherrodriguez@king.com,2002-02-27,Male,9220255022,"0956 Carla Forges Apt. 738, Port Andrew, KY 56108",Hindu,SC,Minority,Hosteller,Management,Domestic,B.E,Information Science and Engineering,2020,B+,B,B+,C,O,B+,A+,
Terri Thompson,mortonbruce@hotmail.com,2008-01-09,Female,6429759392,"2854 Sherri Vista Suite 619, Williamton, OR 12920",Hindu,ST,Minority,Day Scholar,Sports,International,B.E,Artificial Intelligence,2021,B,A+,B+,B+,O,,A,B
Melissa Cole,brian67@jackson.com,2007-11-25,Female,2597612714,"3623 Phillips Cliff Suite 114, Lake Melissa, OK 52966",Muslim,SC,Non-Minority,Hosteller,Government,Domestic,B.E,Electrical Engineering,2024,A+,B+,O,B,,O,A,
Juan Black,kimberlyrosales@cole.com,2001-06-04,Male,1962949637,"582 Morgan Cove, New Rebeccafort, PA 26131",Jain,OBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Biotechnology,2023,,O,B,C,A,B,A+,C
Denise Horne PhD,burtonhector@gmail.com,2007-06-15,Male,6022066173,"54451 Randolph Land Apt. 599, Mullenburgh, CA 97865",Sikh,BC,Minority,Hosteller,Sports,International,B.E,Biotechnology,2021,,A+,B+,B+,A+,A,B+,C
Johnny Johnson,dlutz@hotmail.com,2007-05-21,Female,2605266093,"4397 Rodriguez Club Suite 475, Drewshire, IN 74064",Muslim,OBC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Computer Science,2020,A,B+,C,B+,O,B,A+,A+
Judy Ali,jmoore@gmail.com,2003-08-19,Female,4481029638,"419 James Harbors, Whitechester, NE 33751",Jain,MBC,Minority,Day Scholar,Sports,Domestic,B.E,Electrical Engineering,2021,O,A,C,A+,A,A,O,B+
Melanie Hamilton,lydia63@yahoo.com,2001-10-13,Female,2477257903,"48970 Davis Trail, Thomaston, OK 81024",Muslim,ST,Minority,Hosteller,Sports,International,B.Tech,Information Science and Engineering,2021,A,A,B,C,,B,B,B
Devin Bonilla,vincentaguilar@martin.biz,2000-09-11,Male,9513358499,"90209 Stevens Point, Karenmouth, MS 58653",Sikh,OBC,Non-Minority,Hosteller,Management,International,B.E,Fashion Technology,2024,C,,C,,A+,C,B+,C
Joseph Ramos,kayleebrown@yahoo.com,2007-05-05,Male,1659543928,"31917 Amanda Course, West Donald, SD 37579",Muslim,BC,Non-Minority,Hosteller,Government,Domestic,B.E,Mechanical Engineering,2024,A,O,,A,B+,,A,
Jennifer Stewart,cgray@nelson-jones.com,2000-11-27,Female,0204280933,"166 Taylor Terrace, East Frankton, GA 80166",Hindu,ST,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Electrical Engineering,2021,B,B+,,B+,B+,O,B+,O
Chelsea Thomas,alexander83@davidson.com,2001-04-24,Male,2894697117,"169 Andrew Curve Suite 625, Montoyabury, TN 79812",Sikh,ST,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Biotechnology,2021,,A,A,C,C,A,C,B
Laura Young,thomasmegan@benson-frye.com,2007-06-10,Male,9177968523,"5860 Thomas Path Suite 455, South Billy, RI 88486",Hindu,ST,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Information Technology,2021,C,B+,,A+,B+,,A,A
Brian Smith PhD,april06@cox-hart.com,2006-12-04,Female,2044864738,"059 Thomas Road, Lake Kevin, MO 72691",Christian,SC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,AIML,2021,A+,A+,O,B,C,A+,A+,O
Victor Trujillo,bellkatie@gmail.com,2007-11-23,Female,4167017118,"PSC 7610, Box 3712, APO AP 60796",Muslim,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Food Technology,2023,A,B+,C,B+,C,C,O,O
Jacob Richardson,agay@brown.com,2004-12-26,Male,5494171662,"50436 Cody Skyway Suite 322, Port Glenhaven, UT 47356",Sikh,MBC,Non-Minority,Day Scholar,Sports,International,B.E,Artificial Intelligence,2021,B+,A+,B,O,O,B,C,A
Dennis Rodriguez,johncruz@rodgers.com,2007-05-04,Male,2081112311,"900 Benjamin Track Apt. 403, East Austinfort, MT 97223",Muslim,MBC,Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Artificial Intelligence,2021,O,,A,O,B,B,A,A
Lisa Bender,ramseybrittany@pearson-holmes.com,2000-12-11,Male,4525405651,"38756 Ronald Trail, Lake Timothyside, IN 33224",Jain,SC,Minority,Hosteller,7.5 Reservation,International,B.Tech,Artificial Intelligence,2024,C,O,,O,O,,B,B
Madison Newton,edwardsjustin@hotmail.com,1999-11-26,Male,1482920398,"USCGC Howard, FPO AA 29211",Christian,MBC,Non-Minority,Hosteller,Sports,International,B.Tech,Information Science and Engineering,2021,B+,A,,A,,B+,A+,A
Alexis Galvan,debrajones@yahoo.com,2000-02-23,Female,9991586563,"372 Mcdonald Park Apt. 566, Charlestown, MD 88233",Sikh,OBC,Minority,Day Scholar,Government,International,B.Tech,Electrical Engineering,2022,C,A+,B+,B+,C,A,,A+
Brandon Hernandez MD,luke65@hotmail.com,2004-01-04,Female,0166969051,"646 Mcfarland Valleys Suite 404, Andrewsview, MT 08503",Muslim,MBC,Non-Minority,Day Scholar,Management,International,B.Tech,Information Science and Engineering,2023,B+,C,B,A+,A+,A,A+,
Jessica Miller,tduncan@powell-james.com,2000-04-16,Female,4094706037,"56518 Hubbard Mission, Port Kimberlymouth, CT 53732",Hindu,MBC,Non-Minority,Hosteller,7.5 Reservation,International,B.Tech,AIML,2022,O,A,B+,A+,B,O,A,B+
Amber Hess,lfisher@shelton.net,2000-05-15,Female,2833809670,"280 Clark Meadows, Port Michaelchester, KY 29826",Jain,MBC,Minority,Hosteller,Management,International,B.E,Fashion Technology,2020,O,C,,,A,A,A,C
Susan Williams MD,smithdevin@gmail.com,2008-03-24,Male,1355606862,"22477 Navarro Crest Apt. 971, Morrisonhaven, HI 93055",Hindu,ST,Minority,Hosteller,7.5 Reservation,International,B.Tech,Artificial Intelligence,2021,A+,C,O,A,B,C,B,B+
Amanda Greer,scottmendoza@summers-romero.biz,2005-07-21,Male,6430470847,"37657 Hunter Ways Suite 725, Cervantesstad, VA 79026",Jain,BC,Non-Minority,Hosteller,Sports,Domestic,B.E,Electrical Engineering,2021,A+,B+,C,A+,A,A+,C,B
Karen Coleman,francisco86@miller.com,2006-10-31,Female,8362049290,"86469 Kevin Shoals Suite 354, Kennedyshire, CO 88348",Sikh,SC,Minority,Hosteller,Management,Domestic,B.Tech,AIML,2021,C,O,A,A,,B,C,B
James Shelton,brianwilliams@hotmail.com,2006-04-13,Male,0367796395,"1813 Allison Landing, Lake Brittany, WV 75908",Sikh,BC,Non-Minority,Day Scholar,Government,International,B.Tech,Information Science and Engineering,2021,O,B,,C,B+,B+,A+,C
Cheryl Walter,wanderson@gmail.com,2000-05-23,Male,5381110885,"387 Levi Greens, Williamsonville, MT 14393",Muslim,BC,Minority,Day Scholar,Sports,Domestic,B.Tech,Computer Science,2021,A,O,B,A+,A+,O,B+,A+
Steven Moses,cassandrareid@anderson.com,1999-05-23,Female,7531868607,"973 Leon Flats, Charlenetown, CA 17886",Christian,SC,Non-Minority,Day Scholar,Government,International,B.Tech,Artificial Intelligence,2023,B+,B,,C,A,O,B+,B
Joel Smith,gloria65@cook-scott.com,2006-02-26,Female,4082372567,"95928 Smith Summit Suite 950, Clineberg, NH 33077",Muslim,ST,Minority,Hosteller,Management,Domestic,B.E,Electrical Engineering,2024,A,,,B,B,C,O,A+
Seth Lopez MD,rebecca76@patterson.com,2005-06-27,Female,6965439312,"69241 Johnson Lane Apt. 593, South Lisatown, OR 98799",Hindu,SC,Non-Minority,Day Scholar,Management,Domestic,B.E,Fashion Technology,2024,C,,C,C,A,A+,C,B
Bryan Gutierrez,hernandezwilliam@yahoo.com,2002-06-23,Male,1691142111,"1317 Obrien Mountain Apt. 453, North Jordanfort, WY 69973",Hindu,ST,Minority,Day Scholar,Government,International,B.E,Information Science and Engineering,2020,B+,C,A+,,O,B,A,A+
Tammy Hayes,laura53@yahoo.com,2000-09-22,Male,8993159412,"456 Jesus Drive, South Alexander, NE 05736",Hindu,OBC,Non-Minority,Day Scholar,Management,International,B.Tech,Artificial Intelligence,2024,A+,A+,A,C,C,O,B,
Jimmy White,chall@yahoo.com,2006-06-30,Male,4886604158,"1968 Jesse Branch, North Conniechester, IN 27861",Muslim,SC,Minority,Day Scholar,Government,International,B.E,AIML,2020,,C,O,,,A+,B+,
Brandon Browning Jr.,osavage@collins-harris.com,2003-08-19,Male,5491804661,"171 Crystal Mountains Suite 326, Leborough, IN 41726",Sikh,ST,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Food Technology,2022,B+,C,A+,,C,O,O,
Michael Petersen,riveraandrew@hart-russell.com,2007-11-29,Male,3817009358,"217 Saunders Row Apt. 941, Lake Sarahport, TN 39309",Jain,ST,Non-Minority,Hosteller,Sports,International,B.E,Fashion Technology,2021,A+,A+,O,A+,A,B+,O,
Nicole Brooks,umartin@hess-porter.biz,2007-11-07,Male,3547295116,"4987 Donna Club, South Annhaven, NM 92791",Sikh,BC,Non-Minority,Day Scholar,Sports,International,B.E,Computer Science,2022,A+,B,B,A,O,C,B+,B+
Sean Simmons,simpsonjacob@gmail.com,2006-08-04,Female,7686078574,"46968 Jose Flat Apt. 851, Millerfurt, CT 69251",Christian,BC,Minority,Hosteller,Government,International,B.Tech,AIML,2024,O,O,A,O,B+,B+,,C
Andrew Griffin,john45@yahoo.com,2006-05-19,Male,2347679599,"301 Nicholas View, West Jennifer, MD 57881",Sikh,SC,Non-Minority,Hosteller,Management,International,B.E,AIML,2022,O,A+,,O,,A,B,O
Thomas Moyer,morrisonadam@brooks-reyes.com,2005-05-31,Male,4214315432,"83440 Brett Glen, East Susan, OH 49719",Christian,MBC,Non-Minority,Day Scholar,Management,Domestic,B.E,Mechanical Engineering,2022,B+,O,C,A,O,A+,A,O
Tammy Hunter,cbriggs@doyle.net,1999-11-23,Male,3778051606,"60601 Cooper Court, Hayesborough, DE 12044",Muslim,BC,Non-Minority,Day Scholar,Sports,Domestic,B.E,Mechanical Engineering,2022,C,C,B+,O,,C,A+,B+
April Keller,zacharyrosario@barrett.com,2008-03-09,Female,5207092378,"0398 Sarah Forges, Angelabury, ND 38913",Hindu,ST,Non-Minority,Hosteller,Management,International,B.E,Electrical Engineering,2023,,B+,,O,B,C,B+,B+
Anne Joseph,xmunoz@yahoo.com,2007-02-08,Female,5038008732,"708 Virginia Tunnel, Gonzalezstad, MI 29294",Sikh,OBC,Non-Minority,Day Scholar,Government,International,B.Tech,Information Technology,2024,A+,A+,B+,O,B,A+,B+,B+
Kimberly Sullivan,miranda66@drake.com,2003-12-17,Female,7976219125,"PSC 1827, Box 1530, APO AA 60138",Hindu,ST,Minority,Day Scholar,Management,International,B.Tech,Food Technology,2021,B+,B,,B,B+,,O,B+
Ashley Smith,ryan51@yahoo.com,2006-06-30,Female,6901810874,"067 Michael Orchard, Tanyafort, AK 24946",Muslim,SC,Non-Minority,Hosteller,Sports,Domestic,B.E,Artificial Intelligence,2021,A+,A,C,B+,C,B,A+,O
Tammy Lloyd,lisa66@gmail.com,2001-04-02,Female,4591816588,"627 Kelly Motorway, Huntermouth, ID 35610",Christian,ST,Non-Minority,Hosteller,Sports,International,B.E,Biotechnology,2023,B,B+,,A+,A+,C,C,
